Date,AAPL,FB,UNH,MA,MSFT,NVDA,HD,PFE,AMZN,BRK-B,PG,XOM,TSLA,JPM,V,DIS,GOOGL,JNJ,BAC,CSCO
1982-05-10,-0.015383377262251696,,,,,,0.14063154691994217,-0.006726234842855616,,,-0.007185311572786124,0.004309321908960495,,0.0,,-0.02000052960675458,,-0.018292397441779906,0.0,
1982-05-11,-0.03126172443107378,,,,,,0.001710574501657014,0.009029173087097275,,,-0.0072347882221269755,0.012875905977503432,,-0.018450311090161597,,-0.0022670660173279567,,0.009317014476800223,0.009009427303163342,
1982-05-12,-0.024192380274248637,,,,,,0.0,0.006710900466691649,,,-0.01166208030627458,-0.004237147058153035,,-0.011278058136651503,,0.018180975497984253,,0.0030761457012853377,-0.008928982286363074,
1982-05-13,0.008264195059397128,,,,,,0.0,-0.0029573112364924548,,,-0.0014751756647102265,-0.012765451932086447,,-0.01140626629650121,,0.0022324192909626284,,-0.00920156723713994,-0.009008635309114332,
1982-05-14,-0.040981239587203344,,,,,,0.0,0.0,,,-0.0029531236242751335,0.0,,0.0,,-0.002227446695988844,,0.009287022398169587,-0.009090628464941686,
1982-05-17,-0.01709313365016696,,,,,,0.0,-0.006741694268627363,,,-0.002963925590729888,-0.008621432971460563,,0.0,,0.0,,-0.0030958705586341395,-0.01834895959720506,
1982-05-18,-0.017390315643255994,,,,,,0.0,-0.002263633940024934,,,-0.002972005129328714,-0.01304312562362231,,-0.030769202413325702,,0.0044651487694047365,,-0.027864247268816533,0.009345711848493421,
1982-05-19,-0.008848856565748187,,,,,,0.11965557169605612,-0.02267406229870428,,,0.004471496485766613,0.0,,-0.011904912225347175,,0.0,,-0.006369120284911323,0.009259686982796111,
1982-05-20,0.008927857899742486,,,,,,0.0,-0.011601917993582789,,,-0.0014839965272714917,-0.0044053828582309995,,0.024096077612945077,,-0.006666946138452645,,-0.02564133207984931,0.01834795144030843,
1982-05-21,0.008849083306407879,,,,,,0.0,0.011738102496143377,,,0.0,0.004424876131691402,,0.0039214445216366745,,0.008948560814197926,,0.026316112253183865,-0.009008635309114332,
1982-05-24,0.008771388974440297,,,,,,0.0,-0.011601917993582789,,,0.0,-0.0044053828582309995,,0.011718904727029633,,-0.008869194289723437,,-0.0160254532723203,0.0,
1982-05-25,0.0,,,,,,0.0,0.032863963623789516,,,0.007429547366996747,0.0,,0.0231657334124451,,0.017896499865932558,,-0.0032572650339121045,0.0,
1982-05-26,-0.008695120688699931,,,,,,0.0,-0.01363594197230722,,,-0.002949559288795034,-0.013274873812496701,,-0.011320109985837656,,0.0021984561558681115,,0.016339673680054068,-0.009090628464941686,
1982-05-27,-0.017542703031609763,,,,,,0.0,-0.004609158590509033,,,0.0,0.008969143737940222,,-0.01908445535444625,,0.01973630228488199,,0.016077353787697923,-0.009174731837826688,
1982-05-28,0.0,,,,,,0.0,-0.009258944348811471,,,-0.00739710248542802,-0.004444788825488821,,-0.00389107699348612,,-0.015053758138731443,,-0.006329661853517465,-0.018518661721112384,
1982-06-01,-0.017856020819442264,,,,,,0.0,0.0,,,-0.004471096333949154,0.0,,-0.0468743459931219,,-0.02401702521065896,,0.0159243696884388,0.009434192096418936,
1982-06-02,0.01818065497315402,,,,,,0.0,0.004673379819150947,,,0.010480417448122559,0.0,,0.03278677191374313,,-0.013423074382220679,,0.012538874538577716,-0.009346019948884066,
1982-06-03,-0.03571204163888442,,,,,,0.11450353472077768,-0.0023256235306072792,,,0.0,0.00892893620930324,,0.003968430851512883,,-0.009070154735251634,,-0.009288102360949568,-0.018867658509676977,
1982-06-04,-0.02777580958773551,,,,,,0.0,-0.020979105872933723,,,-0.010371717518870671,-0.013274873812496701,,-0.02766883377780971,,-0.01144162831378881,,-0.015623911366896337,0.0,
1982-06-07,0.0,,,,,,0.0,0.004761386776329424,,,0.0014979968203157057,0.0,,0.0,,0.006944577359077497,,-0.022222808293701934,-0.009615299272491717,
1982-06-08,-0.009523332339108181,,,,,,0.0,0.0023701140478171734,,,0.001494685921637151,0.0,,0.032520161125368485,,-0.00919653545412491,,0.006493251512192044,0.0,
1982-06-09,-0.019229467938897238,,,,,,0.0,-0.0023645098897112637,,,-0.0014924551699061483,0.0,,-0.003935979265301981,,-0.011600839426781251,,0.006451361201315731,-0.00970939767530088,
1982-06-10,0.009803245157909757,,,,,,0.0,0.018958002666704443,,,0.001494685921637151,0.0044844889625907935,,-0.011858688564012843,,0.002348117346987033,,0.009616498036240095,0.009804594381192855,
1982-06-11,0.03883229809338462,,,,,,0.0,0.032557055467962615,,,0.0,0.004464633177144517,,0.048000798640838394,,0.014051957060788656,,-0.009524901836434507,0.029125845879541812,
1982-06-14,0.0,,,,,,0.0,-0.018017505116967647,,,-0.008955131768195734,-0.01333354478256421,,-0.022901273262769473,,0.0,,-0.0160254532723203,-0.018867658509676977,
1982-06-15,0.0,,,,,,0.0,0.0,,,0.006023090332606396,-0.009008459812455571,,0.011718904727029633,,0.0069283771897343804,,0.006514907656073765,0.009614876621974133,
1982-06-16,0.0,,,,,,0.0,-0.009174580101728114,,,0.007485428679916417,-0.013637079477512692,,-0.007722133167590295,,-0.004587481998039489,,0.0,-0.01904704094575871,
1982-06-17,-0.018690199801396634,,,,,,0.0,-0.01388856354192769,,,0.0014862020459465164,0.0,,0.003891748267479178,,-0.0046081436874386705,,0.0032360565614943937,0.0,
1982-06-18,-0.01904650200161362,,,,,,-0.1027394989370446,0.0046948235482846545,,,-0.010385651862953149,0.004608483388850226,,-0.007752653883645211,,-0.009260321087083856,,-0.025806379640631816,-0.00970939767530088,
1982-06-21,0.0,,,,,,0.0,0.011682163478070828,,,-0.002998805630404,0.0,,-0.023437734576706726,,0.011683534323923217,,0.0,0.0,
1982-06-22,0.03883229809338462,,,,,,0.0,0.006928438083263488,,,0.001504552047184804,0.0,,0.008000823176655292,,0.02078521180239945,,0.013244963208008942,0.009804594381192855,
1982-06-23,0.02803553915631185,,,,,,0.11450353472077768,0.03211010778016976,,,0.0060056058772008925,0.009174855008218685,,-0.007937318098055868,,0.040723652920690245,,0.029412637482459036,0.009708650856004253,
1982-06-24,0.0,,,,,,0.0,-0.01777726215390396,,,-0.004477699467017482,-0.004545973281996907,,-0.023999095855149144,,-0.008695366496624612,,-0.009524901836434507,-0.009615299272491717,
1982-06-25,-0.03636099938088788,,,,,,0.0,-0.018099492028282094,,,-0.0074962425194233795,0.0,,-0.01639362163624647,,0.00438543862500107,,-0.0128200158497781,-0.00970939767530088,
1982-06-28,-0.009433494040243962,,,,,,0.0,0.013824451389250036,,,0.00604277518533336,0.009132622855009265,,-0.004167331910012062,,0.014047877184975244,,0.012986503024383866,-0.009803409301603505,
1982-06-29,-0.028569671664119056,,,,,,0.0,0.0,,,-0.0015022917710251216,0.013574290046025395,,0.0,,0.0064934880356539715,,-0.009614949964462438,0.009900467638137345,
1982-06-30,0.0,,,,,,0.0,0.004545827219496035,,,-0.0015032734673073866,-0.008928440991824882,,0.02928874688971339,,0.010752657804617538,,0.022653521363118934,0.0,
1982-07-01,-0.009802826505645235,,,,,,0.09588818960236312,-0.006786495253792824,,,-0.00602443823242349,-0.01801800226237915,,-0.03251945983495519,,0.002127727159157322,,-0.0158229624228563,0.0,
1982-07-02,-0.04951949135845479,,,,,,0.0,0.0,,,-0.006061019867229955,-0.004587342696235619,,0.008403089944086561,,-0.016985309520691105,,-0.009645865599228864,-0.009803409301603505,
1982-07-06,-0.04166429427016427,,,,,,0.0,-0.018223549238372216,,,0.006097979844215784,-0.00921619998931611,,-0.037499757397499334,,0.017278795205399433,,0.009739814541255276,0.0,
1982-07-07,0.0,,,,,,-0.08749815036984354,-0.011601917993582789,,,0.0,0.004650663241693609,,-0.038961938818846575,,-0.042462870247367834,,0.019292538784147384,0.009900467638137345,
1982-07-08,-0.04347530636872077,,,,,,0.0,0.0,,,0.0015152041142059147,-0.013888516796415895,,0.0,,0.00443457722744367,,0.0,-0.01960724954123949,
1982-07-09,0.034088074730074025,,,,,,0.0,0.01877989055052831,,,0.013615934893409953,0.009389792390621654,,0.018018489415432715,,0.006622345284899467,,0.01577353914773605,0.0,
1982-07-12,0.021976849333903425,,,,,,0.0,0.041473841971343184,,,0.01940291908067704,-0.013954311488066029,,-0.02212420792770764,,-0.015350533325461546,,0.04968838224023875,0.0,
1982-07-13,0.06453177052970527,,,,,,0.0,-0.0022122436859112193,,,0.0073205693913056535,0.0,,0.004524744411398052,,-0.017817318453856923,,-0.011833750636472073,0.0,
1982-07-14,0.01010003240209234,,,,,,0.0,0.008869439185152928,,,-0.002906947247480307,0.0,,-0.0090089856725033,,-0.006803170487151511,,0.011975465306666822,0.0,
1982-07-15,0.019998766752396202,,,,,,0.0,0.010989306524702425,,,0.008746136210989519,0.004717699365246686,,0.027273178764670503,,0.004566592664778879,,-0.008874941439996453,0.0,
1982-07-16,0.03921331555345087,,,,,,0.0,0.021738972355052955,,,-0.0028902092955670478,0.009389792390621654,,-0.008848767149639003,,-0.004545833693976653,,0.0179103220891359,0.0,
1982-07-19,0.009433010614261939,,,,,,0.0,0.008510793939275452,,,0.015258164123715057,-0.00930244436926897,,-0.008929820656525589,,-0.0045658825496384114,,-0.011730086648466975,0.0,
1982-07-20,0.06541617821332202,,,,,,0.0,0.0021099215532596194,,,0.010116290516314574,0.0,,0.009010280848568364,,-0.05045920172211249,,-0.002967472007604166,0.0,
1982-07-21,0.0,,,,,,0.0,0.023157774820519395,,,-0.00286146691744682,0.0,,0.0,,-0.007245941891056984,,-0.008927877323969047,0.0,
1982-07-22,0.008771388974440297,,,,,,0.09588818960236312,0.004114864941979768,,,-0.012912189248717176,0.01408412439463369,,-0.008929820656525589,,0.0218972431056621,,-0.009009926839598337,-0.02000070109266061,
1982-07-23,-0.017390315643255994,,,,,,0.0,-0.045081234688129856,,,0.0058132130944335,-0.01851884979573626,,-0.0045043633186451215,,0.016666381418213527,,-0.009091141143004688,0.0,
1982-07-26,-0.04424488747050015,,,,,,0.0,-0.00858366057005977,,,-0.005779614961061164,0.009434352232676968,,-0.004525004618679218,,-0.01170909257486652,,-0.006115617127272932,0.010204446633258035,
1982-07-27,0.0,,,,,,0.0,0.008028539891217656,,,0.0058132130944335,-0.0046725701943844955,,0.009090885328175258,,-0.021327287648217563,,-0.0030773373693155914,0.0,
1982-07-28,-0.046293279576439916,,,,,,0.0,-0.02597417238737676,,,-0.004335589581732191,-0.01408386399864936,,0.0045043633186452325,,-0.0072640734624510594,,-0.02469117471941229,-0.010101367764977498,
1982-07-29,0.03883229809338462,,,,,,0.0,0.002222390653507267,,,-0.008707590204132698,0.0,,-0.008968330020516446,,-0.004877279890018182,,0.009493911959563173,-0.020407659816195745,
1982-07-30,0.009345179718770691,,,,,,0.0,-0.011086474707617477,,,-0.002929083254414988,-0.009524014108711398,,0.004524744411398052,,-0.0049018619638516725,,-0.0062700731916336405,0.0,
1982-08-02,0.027775967745863994,,,,,,0.0,0.06277993119426983,,,0.020558363245093636,0.02403800514751553,,0.027027388742864922,,0.0295557109855924,,0.05362799750023184,0.010416003706927413,
1982-08-03,-0.06305906485550494,,,,,,0.0,-0.02531616292598171,,,0.0028782561019513597,-0.00469554718527132,,-0.013157225473083956,,-0.011961532410223352,,-0.008982264187221478,0.03092871916403528,
1982-08-04,-0.009614733969448563,,,,,,0.0,-0.047619558491438174,,,-0.02726001048247284,-0.01415004581044188,,-0.004444215368009208,,-0.012105924433051252,,-0.036253305255804724,-0.03000083186072744,
1982-08-05,-0.03883221517579316,,,,,,0.0,-0.027272418316776403,,,-0.0014748860567228572,0.004785147801392053,,0.008927766879925692,,0.014705416485048861,,-0.01253857171841355,0.0,
1982-08-06,-0.010100377472298638,,,,,,-0.08749815036984354,0.00700997568177919,,,-0.025110423977796725,0.0,,-0.004424213941218724,,-0.031400973643964214,,-0.006349995890684856,-0.01030862898916296,
1982-08-09,0.010203436027692803,,,,,,0.0,0.009279783941127162,,,0.009091126465001764,-3.5215433935587015e-07,,0.04888883966585311,,-0.0024934148407306234,,-0.006390020497025861,-0.010417377321351173,
1982-08-10,0.060601833496033874,,,,,,0.0,-0.006897077150277986,,,0.009008425988944913,-0.004902078169134905,,-0.029661438894849734,,0.00999979955819863,,0.009645927721205094,0.010527041484573507,
1982-08-11,0.009523332339108181,,,,,,0.0,0.013890051619400712,,,0.0044647558793813324,-0.0049263153908826185,,0.03930173076510979,,0.0024753267145554148,,-0.0031840986788790326,-0.010417377321351173,
1982-08-12,-0.009433494040243962,,,,,,0.0,0.0022837570536675678,,,-0.005926416273276058,-0.009900252407491261,,-0.0336141316625842,,0.002469470593801759,,-0.006390020497025861,0.0,
1982-08-13,0.0,,,,,,0.0,-0.01594709898264035,,,0.010432169749138742,0.01499945491794219,,0.008695877558976939,,0.0024625361262051726,,-0.009645865599228864,0.010527041484573507,
1982-08-16,0.01904617664840802,,,,,,0.0,0.03240853232554497,,,0.0014752120560279636,-0.0049263153908826185,,0.012931118886694515,,0.01228532167963925,,-1.0789049616488633e-05,0.0,
1982-08-17,0.06541617821332202,,,,,,0.09588818960236312,0.040357464312289704,,,0.036818358131160966,0.05940613778129111,,0.04680799658325907,,0.038834256792151134,,0.0718952387033982,0.010416003706927413,
1982-08-18,0.0,,,,,,0.0,0.008621261687044246,,,0.018465911677508107,0.004672757975424657,,-0.008129280550061013,,-0.004672806640874438,,-0.015243854980429017,0.03092871916403528,
1982-08-19,0.008771388974440297,,,,,,0.0,0.004273830297218728,,,0.012553132931714561,0.009302467395503777,,0.0,,0.009390056416270776,,0.030960248706022986,0.0,
1982-08-20,0.026085139268531732,,,,,,0.0937496527645989,0.014894480301857582,,,0.023415507622583043,0.009216398016103744,,0.049179607952073434,,0.02558189214525175,,0.03903873542501857,0.0,
1982-08-23,0.042370583665270356,,,,,,0.08572244462198864,0.05450650050545791,,,0.009421066234234221,0.02739751528701828,,0.01953145796014777,,0.020408335987944337,,0.017340449787887735,0.03999997362660834,
1982-08-24,0.0487919345558947,,,,,,0.0,-0.021868944163591197,,,-0.02666676568700188,-0.013333414219307227,,-0.011493741305736993,,-0.008889321003326733,,-0.014203197377133048,-0.009615299272491717,
1982-08-25,0.06976309077103426,,,,,,0.07368249320481679,0.008129504504216012,,,-0.00821925788272071,0.04504491749942807,,0.007751762321390299,,-0.008968352388270096,,0.02017154386268083,-0.00970939767530088,
1982-08-26,0.028983342958985858,,,,,,0.07352881410774947,0.002016876350050101,,,0.027624844402998727,0.0,,-0.003846546575438925,,-0.038462124868576364,,0.016949343698898778,0.06862838996056597,
1982-08-27,-0.04929272377984317,,,,,,-0.06849263209470735,0.004023436096913802,,,-0.005376492945421418,-0.02155185927750647,,-0.01930544393403011,,-0.018823971383569282,,-0.027777374926367004,-0.009174731837826688,
1982-08-30,0.014813723875122475,,,,,,0.0,0.024047833878419134,,,0.016216787109724518,-0.008810233558417369,,-0.007873166001953646,,0.01678703460603126,,-0.005714310158119185,-0.018518661721112384,
1982-08-31,0.051091556925811465,,,,,,0.0,-0.017611247709088618,,,0.01196733873878486,0.01333309493256829,,0.007935644649612605,,0.02122725976766926,,0.034482355403130605,0.0,
1982-09-01,-0.02777596883638811,,,,,,0.0,-0.01992081976602378,,,-0.003942015852408165,-0.026315640222576486,,-0.03149590908706712,,-0.009238643186718187,,-0.02222243312678429,0.0,
1982-09-02,0.042854577203244926,,,,,,0.07352881410774947,-0.0020323334389412695,,,0.007915583593064879,0.013513596600372546,,0.008129903919317227,,0.025641525507357876,,0.014204615166661716,-0.009434192096418825,
1982-09-03,0.006848492903362313,,,,,,0.0,0.0,,,0.023559678984764076,0.026666588973560224,,-0.008064341596961455,,0.03863601269192185,,0.03361414569983068,-0.009523311160136827,
1982-09-07,-0.05441766263283665,,,,,,0.0,0.012219945502446095,,,-0.020460033630113283,0.0,,-0.024389633836794933,,-0.010941041321975264,,-0.016259918158900932,-0.02884621480536309,
1982-09-08,0.035968191548209516,,,,,,0.0,0.020120476581862556,,,-0.002610779518515516,0.01731557943433537,,0.033332505356623354,,-0.02654822329203721,,-0.013774370092271893,0.0,
1982-09-09,-0.020832184210729188,,,,,,0.0,0.019724124880988292,,,0.0026176135303077608,0.004255423542310455,,-0.008064341596961455,,-0.025000475185200433,,0.0027935222368165036,0.009900467638137345,
1982-09-10,0.028367216463061062,,,,,,0.0,-0.01934260884853567,,,0.0,0.0,,-0.024389633836794933,,-0.020979210259735814,,-0.016713906587076277,0.01960843462082895,
1982-09-13,0.006896311247435838,,,,,,0.0,0.0276140233784834,,,0.00783326190816136,-0.004237391646141564,,0.00416645334951582,,0.009523952148036141,,0.01983012321683808,0.0,
1982-09-14,0.0342444534192039,,,,,,0.0,0.02111225881102441,,,0.0012952437755291424,-0.021276047760768746,,0.06638975865623209,,0.0141510718081026,,0.0166670647786491,0.009614876621974133,
1982-09-15,-0.006622074562251945,,,,,,0.0,0.018797719996472395,,,0.010348889435595865,0.004347696056081096,,0.042802070686344784,,0.018604683684452228,,0.0027323570759605342,0.028571817295093282,
1982-09-16,-0.03333154929802007,,,,,,0.0,-0.011070407253845893,,,0.0038415212582665337,-0.008658061836568032,,0.029849932809792312,,0.02283154309361346,,-0.005449404876158748,0.03703722169301327,
1982-09-17,-0.020688285836327647,,,,,,-0.06849263209470735,-0.007463097695705745,,,0.0,-0.017467121849011336,,-0.010868739348747991,,-0.011160448426674296,,-0.008219841989464016,-0.008928982286363074,
1982-09-20,0.007042178551857958,,,,,,0.0,0.007519214326821677,,,0.002551627117592936,0.0,,-0.014652457287041898,,0.004514033453181687,,0.008287967774988303,0.009009427303163342,
1982-09-21,0.0209774255480506,,,,,,0.0,0.02985090183080752,,,0.013994800176641897,0.004444631049805192,,0.040892324700123606,,0.020224974770037374,,0.019178053664515193,0.00892760867225384,
1982-09-22,0.027395609533066523,,,,,,0.07352881410774947,0.00905782185842341,,,0.00376384402399621,-0.017699378063807836,,-0.00714365713841314,,-0.006608062140295079,,-0.008064651783365684,0.00885016768319069,
1982-09-23,0.0,,,,,,0.0,0.0,,,0.0,0.004504855801575447,,0.0,,0.008868847945540548,,0.008130219169893316,0.01754428750322079,
1982-09-24,-0.03333154929802007,,,,,,0.0,-0.007181347093993651,,,0.0,0.0,,-0.01438756108702588,,0.008791946293432051,,0.013439882338724285,0.0,
1982-09-27,0.0,,,,,,0.0,0.016275115596783296,,,-0.0025002624700922738,-0.004484653086102353,,0.0072986174685785166,,0.01182645220663936,,0.0026524313003186695,0.0,
1982-09-28,0.013792033489435473,,,,,,0.06392558856114783,0.01957354168567882,,,0.0025065294516102288,0.004504855801575447,,0.028985434775270935,,-0.006493316115451897,,-0.002645414520043299,0.008620327876927902,
1982-09-29,0.0,,,,,,0.0,-0.008725854064756677,,,-0.007500124327938451,0.0,,0.007043451321520289,,-0.03267967296509455,,-0.02121934857395158,0.017093399775262474,
1982-09-30,-0.006801910070515005,,,,,,0.0,-0.021127534443345364,,,-0.012594557446209631,0.004483767173022457,,0.01048809855334154,,0.020269980436940838,,-0.06504102510590626,-0.00840255508151333,
1982-10-01,0.013697219795241411,,,,,,0.0,0.04136710091314377,,,0.010203576472976206,-0.004463752744995886,,-0.010379240060676254,,0.006622398449170452,,0.017391383690684492,0.016948816340328632,
1982-10-04,0.013513295163808614,,,,,,0.0,-0.0017273916168947245,,,0.008838871656301706,0.0,,0.0,,-0.028508367365386422,,-0.05982900000196867,0.0,
1982-10-05,0.006666218759928455,,,,,,0.0,-0.006921086618883687,,,0.002502617751224623,-0.004484653086102353,,0.03496363498052468,,0.006771653421097312,,-0.05454540484022352,0.008333720234800168,
1982-10-06,0.07285515032018752,,,,,,0.06437705014633388,0.059234260044296105,,,0.028714715328576723,0.018018290601222287,,0.02364927501524905,,0.033632382742133204,,0.07051331307843589,0.03305764783857157,
1982-10-07,0.08024121012477736,,,,,,0.05645066615752281,0.014803271871690171,,,0.04611684757301093,0.02654827241094493,,0.03630393707233215,,0.03470686119119848,,-0.03293472019228694,0.04799975806803958,
1982-10-08,0.0742914658287328,,,,,,0.11450353472077768,0.017827705228256052,,,0.054523718241028085,0.008620511471139736,,0.0,,0.048218454679226364,,0.05572780586724968,0.007633019802449459,
1982-10-11,0.021275662046174926,,,,,,0.0,0.015923837190208845,,,-0.023101925356591058,0.04700846632091582,,0.04458560154071556,,0.027999542082199014,,0.0205278344768145,0.053030882622889575,
1982-10-12,-0.031248345825216517,,,,,,-0.1027394989370446,-0.0203762000053328,,,-0.009009158800362571,0.0040815859768026375,,-0.012194737096784425,,-0.003890692482531488,,-0.04597676804214179,-0.014388762779854791,
1982-10-13,0.010751886355463203,,,,,,0.0,-0.011200106777774388,,,0.004546133611318837,0.028455836562097714,,-0.027777896102433197,,0.02539025989931476,,0.012047663378172091,0.014598821763068814,
1982-10-14,0.0053193016529031745,,,,,,0.0,-0.00647291357370694,,,-0.02375613863434911,-0.003952451044246241,,-0.03174599504123621,,-0.02476155751841047,,-0.002975518553488765,-0.007194341861445186,
1982-10-15,-0.026453251450219373,,,,,,0.0,-0.004886091533132575,,,0.002317433118835144,-0.023810163536789997,,0.02950826204186896,,0.0,,-0.023881377629512146,-0.007246555113211706,
1982-10-18,0.021737112353158672,,,,,,0.05725176736038895,0.021276291504765732,,,0.021480394429514993,0.02032548281800861,,0.00636904025349927,,0.029296014705282092,,0.06116330591408792,0.02189803211684649,
1982-10-19,0.021275662046174926,,,,,,0.0,-0.05288435130535929,,,0.015999879127633676,-0.007967676789648714,,0.0,,0.0170790077303431,,0.002881080158349869,0.035714535207592935,
1982-10-20,0.057287759200014055,,,,,,0.0,0.005075818154694156,,,0.016873194538934433,0.016064062369380627,,0.053797651870527874,,0.04291002775013775,,-0.008620947372055654,0.027586044349446226,
1982-10-21,0.024629258992555192,,,,,,0.05415149837330402,-0.016834183504621625,,,0.013274164438713099,-0.00790539900212639,,0.0,,-0.008944794116909072,,0.026086630441942926,0.02684526239360019,
1982-10-22,-0.00480794064488177,,,,,,0.0,-0.03938366460472553,,,0.0,0.003984446598040314,,0.009009011083364271,,-0.019855101359609217,,-0.01412414582280741,0.032680407032536385,
