AAPL,0.0
FB,0.0
UNH,0.27987
MA,0.0
MSFT,0.0
NVDA,0.30763
HD,0.04208
PFE,0.0
AMZN,0.08806
BRK-B,0.0
PG,0.0
XOM,0.0
TSLA,0.20514
JPM,0.0
V,0.0
DIS,0.0
GOOGL,0.0
JNJ,0.07721
BAC,0.0
CSCO,0.0
